,label,sentence
2284,1,"This film flopped miserably in the UK, and it didn't deserve to. The trailer of this film is slightly misleading, and I guess it mislead critics and audiences into thinking it was ""Atonement: Part 2"". While the film was marketed that way to capitalise on the earlier success of Joe Wright's BAFTA-winning film, it's very different in tone. It focuses on an imagination of sorts of Welsh poet Dylan Thomas' life during the Second World War as the writer of propaganda films for the war effort, and his subsequent return to Wales. Director John Maybury quickly introduces Dylan's (Matthew Ryhs) childhood sweetheart Vera Phillips, played by Keira Knightley. She was Dylan's first love in their homeland, but the moment has passed, and singer Vera only wants it as a beautiful memory. Or does she? Vera unexpectedly strikes up a close bond with the other woman in Dylan's life, ""Queen of Ireland, love of my life, mother of my child"" Caitlin Thomas (Sienna Miller). The three form a sort of menage a trois in war-struck London, but Vera then falls for a dashing soldier, William Killick (Cillian Murphy). They quickly marry, with Killick leaving for War. A frightened Vera convinces the Thomas' to return witb her to Wales, but the three are faced with the realism of the birth of Vera's child, William's jealousy and shell-shock after returning home, and Caitlin realising she cannot share Dylan with her best friend.  Filmed on a low budget, this is more of a mood piece than anything else. It works best as a realisation that some memories and feelings need to be treasured but not renewed. The performance of Sienna Miller is particularly excrellent (unfortunately the paparazzi nonsense detracts from the fact thats she's quite a talent), and Knightley and Murphy are once again very good. The let-down is Rhys as Dylan, who, while the Welsh poet himself was no bed of roses, lacks charisma and makes us wonder what these women see in Dylan. The writing is very choppy, some beautiful moments interspersed with sloppiness. It's certainly worth watching, however."
2330,1,"Extraordinary Rendition is a frightening practice authorized, surprisingly, under Clinton, that allows the U.S. government to seize and hold anyone suspected, seemingly for any reason, of being a terrorist against the United States. This is a touchy issue, especially after 9/11, because supporters of the practice will always criticize the opposition as withholding vital power from the U.S. that it needs to effectively fight terror. Fanatic supporters will label the opposition as terrorists in themselves.   But like a recent film that lent a similar level of humanity to the death penalty, The Life of David Gale, Rendition shows us a story of the misuse of extraordinary rendition, or at least the ease with which it can be exploited and falsely applied. The story involves Anwar El- Abrahimi, an American chemical engineer born in Egypt who is seized on his way back to America from giving a lecture in Egypt. The cause given is that he made phone calls to a known terrorist. No proof is ever given (or needed) that it was Anwar that made the calls, that his phone was never lost of stolen.   Meanwhile, Anwar's extremely pregnant wife, Isabella, is back in the states frantically trying to find her husband, who got onto a plane to Chicago but apparently never got off. The flimsy explanation that he was never there evaporates when she discovers that he made an in-flight purchase using his credit card.   Lately I have been researching modern Chinese history, particularly that of the astonishingly selfish and brutal dictatorship set up by Mao Tse-tung, and it is more than a little frightening to see the similarities between extraordinary rendition and some of Mao's brutal scare tactics, including his public executions (which the people were forced to watch), and extensive use of torture specifically used to extract ""confessions.""   It is pretty disturbing to notice that Mao specifically did these things to create an environment of fear in order to achieve obedience from the Chinese people. To say that the Bush administration has not created an environment of fear and continues to milk it for everything it's worth would be naïve in the extreme, and although extraordinary rendition was not created under Bush, it is clear that it does more harm than good.  Adding to the thickness of the film is Douglas Freeman (Jake Gyllenhaal), who works behind a desk for the CIA and has little field experience, until his boss is assassinated and he suddenly finds himself supervising the torture of a man that he quickly comes to doubt has anything to reveal. Fatima's (Freeman's boss) daughter also plays a pivotal role, as does a senatorial aide played by Peter Sarsgaard, who might have the most satisfying role in the movie. Meryl Streep is also suitably cold and clinical as a chilly senator with a dogmatic support of the necessity and practice of rendition.   As a political thriller, the movie is remarkably well-crafted and paced. But the scariest thing about it is that this is all real. The movie's goal is to get people to really think about the things done in America's name, especially when they claim to be done to prevent those same things. Conducting terror in the name of preventing terror will win no sympathy for us, nor will extracting confessions through brutal torture, which is the basest form of criminal investigation.   Unfortunately, we are gradually heading in that direction, of doing these things more rather than less. The frightening question is what is the event that is going to take place at some point in the future to convince us to stop and head the other way, toward civilization and peace, or will we just keep heading toward a military dictatorship until we finally get there?"
2332,0,"Although this film has had a lot of praise, I personally found it boring. There are some nice Brasilian sunsets and the characters are believable, but the story of how they interrelate, even if very unusual by our standards, is not interesting enough to sustain a movie this long. The central woman takes up with one man after another in a close knit way and putting the interests of her children first. As the tolerance of the various men is stretched, we see their characters develop. The story unfolds with dignity and aided by excellent acting. It is a rare glimpse into the Brasilian hinterland, far from the city, but hardly exciting enough to keep one's eyes open for."
2364,1,"A mix of 70's drug humor along with parody of medicine and classic story line. As I've often said about this flick - if you don't get it - you're way lame..... Classic lines such as (parapharsed) ""I've got this erection and it won't go away no matter how many times I do it. You're a nurse, what can you give me for it?"" Nurse replies ""all I have is 5 dollars and my wedding ring..."" Great sound track.The classic ""Hyde's got nothing to hide"". Stays surprisingly close to the original plot - not that the original stays in the way of a joke..... Haven't met anyone with an IQ over 115 that doesn't find it hysterical.  "
2387,1,"It's a soap-opera drawing upon an applied ethics idea. A movie about human suffering and death is not necessarily a good movie. I didn't get any emotion from it, the ideas are not at all new, the tension lacks, it becomes tedious towards the second half but towards the end I think it becomes quite interesting in a burlesque way. I mean you have this middle-aged, paralyzed bald guy who gets more women than Don Juan. He doesn't seem to suffer as much as you would expect from someone completely paralyzed for over 28 years, he has no issues with God (and one would probably expect that too), the people around him seem to be the perfect slaves (I can't get out of my mind Bergman's Cries and Whispers, similar to this one in many respects, which simply bursts with emotions, and not all of them humane) etc. This movie is the perfect recipe for housewives who look for some emotional thrill but don't expect to be blown away. The movie is worth seeing among all the cynicism we get today for its sincere intention to present a modern ethical issue without any desire to arouse the viewer. Amenabar doesn't rub your face in it and he doesn't take sides, he doesn't want to make us fanatics for a particular idea. Still I have no clue as to why this movie was so highly regarded."
2416,0,"This is the first and as far as I can tell, the only completed production of ""Heart of Darkness"" ever released. Prior to starting on ""Citizen Kane,"" Orson Welles shot some test footage for a version of ""Heart of Darkness"" that was to be filmed entirely in what would now be called ""POV"", where we would see everything from the point of view of the main character Charlie Marlow; he would be seen only fleetingly in mirrors, windows, water, etc. The film was never made. The ""POV"" technique was used, not too successfully, in 1947 in ""The Lady in the Lake,"" with Robert Montgomery starring as Philip Marlowe. Presumably, the coincidence of the two ""Marlow(e)"" characters is just that. Of course, Francis Coppola's ""Apocalypse Now"" was based on ""Heart of Darkness.""  The short novel ""Heart of Darkness"" by the Polish-born British writer Joseph Conrad, first serialized in a British literary magazine in 1899, features one of his favorite alter egos, ship captain Charlie Marlow, who also narrates the short story ""Youth"" and indirectly tells the story of ""Lord Jim."" Marlow, temporarily out of work, decides to take a job captaining a river boat for a Belgian company involved in the brutal exploitation of the resources of King Leopold II's personal fiefdom, the cruelly misnamed Congo Free State. Marlow travels from London to Brussels, signs on with the company, and is told that his mission is to take a boat up the Congo River to a far inland station headed by one of the company's most productive agents in the colony, a German named Kurtz. Shipments of ivory, latex (for the production of rubber) and other products from Kurtz's station have ceased, and no word has come downriver from Kurtz for some time. There are rumors that he has ""gone native."" Marlow is to investigate, take any necessary action, and make a report on his return. He takes passage down the West African coast to the mouth of the Congo, is delayed for weeks while he is forced to repair his boat at the company station on the coast, and finally sets out upriver to find Kurtz's station. The river, the heat, the vegetation, the wildlife, the insects, the people, all take their toll on his endurance, his imagination, and his mental resources. He finds Kurtz ill, half-mad, and close to death. The final encounter and the death of Kurtz are almost an anticlimax, especially since Conrad is so obscure about what actually happens that we are left to puzzle it out for ourselves. This is a novel where you close the book vaguely dissatisfied with the ending but nevertheless treasuring the story for its amazing atmospherics.  This ""Heart of Darkness"" was filmed with Guyana in Central America standing in for West Africa. It is best where the novel is at its greatest disadvantage: Actually showing us First World urbanites what a boat trip up a tropical river would look like. But the rest of the film was forgettable. Tim Roth does his best as Marlow, but so much about the plot, characterizations, and character relationships has been altered beyond recognition that you wonder why they bothered. If the aim was to make Conrad's story for the screen, why didn't they leave it alone? It's unreasonable to expect that no compromises will be made when a book is made into a movie, but so many changes were made that to me had no cinematic justification that you wonder whether we are simply dealing with incompetent screenwriters and cinematographers. Most disappointing of all was John Malkovich as Kurtz. He was completely miscast and simply flubs the role. Everything about him is wrong: His looks, his acting style, his voice, his accent, everything. A vastly better choice would have been someone like Bruno Ganz (unlike Malkovich, an actual German, like the character).  This is a very disappointing production and I would recommend it only after you've read the book if you want to depend on more than your imagination to get a visual picture of a boat trip up the Congo River circa 1900."
2437,1,"This movie was much better than I expected. ++++ Jean Peters actually does a passable job as a pirate and does decent work in her sword fights. (To the extent she may have a double doing the action, it's hard to tell...but Peters herself obviously is doing a good deal of it, and doing it well.) ++++ With a good and serious script, this could have been an excellent film. But it's basically cheesy. Still entertaining however. ++++ Not up to a regular Jacques Tournier film, but definitely above a regular Jean Peters film. Color is typical of this '50s time period, ie. too garish and not realistic. The actors for Blackbeard and her first mate and the drunken doctor were good. Louis Jordan was a bit weak. I don't think Debra Paget was right either. But certainly Jean Peters and Debra Paget were probably the two best looking female stars in the '50s."
2439,1,"*** Spoiler in fifth paragraph *** This was an amazingly frank (uh-huh, uh-huh) picture for 1955. Otto Preminger and Carlyle Productions took a chance by making it, the Motion Picture Association of America balked at certifying a film that openly shows a junky jabbing a syringe full of heroin into his arm. Frank Sinatra took a chance both on playing an addicted musician and at falling flat on his face in a role that required at least twice as much acting as he'd ever done. All in all these gambles paid off, the movie is a classic, though it's not perfect.  Nelson Algren's novel may be great, but it has far too much going on to fit comfortably into a two hour movie 'The Man with the Golden Arm' is 119 minutes and often feels much longer. However, in my opinion it's not just Frankie Machine (Sinatra) that makes the film but the other characters and their sub-plots, all involving Frankie. Ultimately it's not just Frankie who has the addiction, everyone and everything seems to be dependent on him and he feels it keenly. When the pressure gets to be too much the drums start pounding on the soundtrack and Frankie steps across the street with his well-dressed ""friend"" Louie.  It's an exaggeration to say that Frank Sinatra's music career was ever really in the doldrums, but in the early 50's he was in limbo between his days touring with big bands and the Las Vegas era. 'From Here to Eternity' established him as a serious actor and his career as a singer rebounded as well, but 'The Man with the Golden Arm' was still a significant challenge, the whole show sinks or swims with his performance. He pulls it off with such skill that for several minutes at a time I forgot I was watching Frank Sinatra, he must have known junky musicians and exploited that knowledge to the utmost.  Set side by side with Billy Wilder's masterpiece 'The Lost Weekend' there is more emphasis on the sociological causes of addiction in 'The Man with the Golden Arm.' Whereas Don Birnem (Ray Milland in 'The Lost Weekend') seems to struggle mostly against himself, Frankie Machine is beset by external forces and he takes refuge in the needle. Neither approach is wholly right or wrong, mostly because addiction is impossible to fully explain, but it seems like this film might have benefited from a little more insight into Frankie's internal struggle.  *** Spoiler *** One of the problems I have with this film is the clichéd reliance on ""quitting cold turkey."" I realize that 'The Man with the Golden Arm' was probably setting the trend rather than following it but that doesn't make it any better. In the beginning of the movie Frankie has to all appearances kicked his habit with the help of a doctor and a treatment facility of some sort. Naturally the drama of the film requires that he backslide, but I found the All-American ideal that a man has to face his problems alone (or maybe with the help of a good woman) out of place here. Going cold turkey and riding off into the sunset with Kim Novak seemed too unrealistic. The end of 'The Lost Weekend' was similar but in my opinion was a little less rosy."
2514,0,"We really don't know where to begin when talking about this movie. But we'll start with the plot. We sincerely suspect that whomever wrote/produced/directed this movie never read the book. Because they missed the entire point. SATIRICAL, not horror. Just a hint. Second, the bath scene. Enough said. Third, the added characters. The sketchy Gothic french lady and her black page who enjoys holding hands and cartwheeling. We don't understand where this came from either. And then there was the casting. All of them were really unlikeable. We were very upset that Catherine and Mr. Tilney ended up together, because they were so unlikable that no one would ever wish to see them happy. And...the music. We think that the BBC producers ran out of money, so raided their grandmother's attic. And they found some old records. Saxophone, wailing female voices, and an occasional electric guitar. *shudder*  Plus, the best line ever: ""Since you left, the white rose bush has died of grief."" If anybody has any explanation, we would love to hear it. Because it makes absolutely no sense.  We are still wondering what on earth everyone involved was thinking when they cruelly released this pathetic excuse of a movie out on the public. We think it should be considered a federal offense. Torture is illegal.  This movie is by far the worst we have seen to date. And I've seen a lot of movies.  Our recommendation: Give this movie to whomever you hate. They will watch it, and want to kill themselves. And we agree with a previous post, we would give this 0 stars, if at all possible. DO NOT WATCH!! And we strongly suspect that everyone who commented so far in favor of this movie were involved in its production. Or were mentally insane. These are the only reasons we have been able to come up with that would instigate giving a favorable review."
2554,0,When all we have anymore is pretty much reality TV shows with people making fools of themselves for whatever reason be it too fat or can't sing or cook worth a damn than I know Hollywood has run out of original ideas. I can not recall a time when anything original or intelligent came out on TV in the last 15 years. What is our obsession with watching bums make fools of themselves? I would have thought these types of programs would have run full circle but every year they come up with something new that is more strange then the one before. OK so people in this one need to lose weight...most Americans need to lose weight. I just think we all to some degree enjoy watching people humiliated. Maybe it makes us feel better when we see someone else looking like a jerk. I don't know but I just wish something intelligent would come out that did not insult your intelligence.
2625,1,"Footprints certainly isn't your average run of the mill Giallo, and that's no bad thing. Unlike his previous effort, The Fifth Cord (which was your 'classic' Giallo) Luigi Bazzoni's film forsakes almost all of the Giallo trademarks and instead of murder; the focus is very on psychological mystery. It's obvious from the outset that this is going to be an entirely bizarre film as the film opens up with a scene set on the moon. Things don't get any clearer after that as the lunar sequence turns out to be the dream of Alice, a troubled woman. Alice is tormented by dreams of an astronaut stranded on the moon, which have apparently come from a viewing of a film called 'Footprints on the Moon'. After several things go wrong for her, Alice decides to go to a mostly deserted former tourist spot named Garma. Upon her arrival, she is surprised as the people she meets seem to already know her. Alice also meets a young red headed girl who also seems to already know her; the girl tells Alice she looks exactly like Nicole, except nicer and with shorter hair...  The fact that Footprints doesn't feature much in the way of sex, murder and other Giallo trademarks puts it somewhat on the back foot with it's primary audience from the beginning as most people going into this film aren't going to get what they were expecting (or, probably, wanted). But on the other hand, Footprints commands respect for the fact that it doesn't just follow on from what went before it. By 1975, the Giallo had started to lose it's popularity and many of the films coming out around this period (with a few very notable exceptions) were merely retreads of what came before, so Luigi Bazzoni would have been taking a big chance on this film. Florinda Bolkan gives a strong performance in the lead role; and the fact that she's not the prettiest Giallo heroine isn't really important. The mystery builds nicely throughout, and while it can become a little turgid at times; Footprints is, generally speaking, intriguing for the duration. It probably won't come as a surprise to many once they get there that the ending doesn't make much sense, and doesn't really clear anything up; but it nicely adds to the bizarre cult value of the film, and all in all; I give Footprints a thumbs up!"
2661,0,"Rivalry between brothers leads to main story line. Navy Commander Chuck Prescott(Marshall Thompson)has developed the Y12 aircraft to test how far man can go up in the atmosphere. His brother, Lt. Dan Prescott(Bill Edwards), seems to be the best test pilot around and is chosen to go up in the Y12. Dan of course has a problem with taking orders and is also an over confident dare devil.   On Dan's second flight, he hits over the 300 miles up comfort zone and his craft passes through a meteor dust storm. Returning to earth, Dan becomes a monster that resembles 200 pounds of bad asphalt. He also has a demanding craving for blood, whether it be from farm animals or fellow human beings.  Short runtime of an hour and seventeen minutes; black & white with near stoic acting...typical of low budget sci-fi.  Rounding out the cast is Marla Landi, Robert Ayers and Carl Jaffe. Noteworthy trivia: about two months after this film was released; the Russians put the real first man in space."
2664,1,"The Hindi version of the film is 121 minutes. Set in Bengal in the early 1900's, the film (based on Tagore's novel) draws an analogy between the British colonization of India and the subjugation of women. An educated and beautiful woman, Binodini becomes a widow within a year of her marriage, but she does not accept the constraints imposed on her as a widow by her society. The film has a beautiful look to it but perhaps Aishwarya Rai is out of her depth in portraying Binodini's strong character with its subtle combination of idealism and deviousness. Binodini's idealism does not come across, and as a result, the analogy between women and colonization remains somewhat buried."
2733,1,"If you love the book, as I do, stop watching the video after Jean and Joe meet in Australia. Up to that point it is a fairly faithful rendition of the book, and the visuals are great. 10 out of 10 to that point and I've enjoyed it many times. After that, the story is seriously rearranged and revised in ways that really destroy the key part of the book, i.e., how Jean creates a town like Alice (Springs). In the early part, the major change is to make Strachan a 40-something bachelor instead of a seventy-year old widower. This rather skews this love story, especially when there are also small changes that contribute to making him more selfish and avaricious, such as: in the book, he intimates to Joe at the ship that he might find more than a letter waiting for him in Australia, but in the video he gives Joe no clue about Jean's whereabouts or intentions. The last hour of the 5-hour video scrunches and mangles the last third of the book. I see no reason why they threw in a fight between Joe and Jean -- it is quite out of character and seems to be just an Aussie dig at Pommies for telling them what to do. Then they bring on Strachan for the wedding (instead of some three years later) -- and have him read the toast!! -- very strange, especially in the context of the relationship between Jean and Noel as cast in the video. The whole wedding scene is the invention of the screenwriters. These abominations take up time in the last hour, which was already not long enough to do justice to the fascinating story of how Jean recreates Willstown as a place where she and Joe can both be happy."
2734,0,"... a recommendation! Gloria Grahame runs the kind of orphanage where discipline is imparted with a meat cleaver, orphans are hung on meat hooks to punish them and the bodies are kept in the deep freeze so that they can be brought out for when social services call. That the orphanage is strapped for cash we know because Gloria puts all the orphans to work, and also because there don't seem to be enough clothes to go round - especially for the older nubile female orphans (age range appears to be 12 - 30 ish). The new arrival, however, turns out to be more than a match for Gloria - and has indeed just taken out her own mother & mother's lover (in a witty claw hammer and arson opening scene). Predictably, Gloria ends up on a meat hook herself. This one was made for about tuppence but was/is a HUGE HUGE HUGE hit on the grindhouse circuit. My DVD cover promised ""disturbing and politically incorrect scenes"", and it sure wasn't lying. I believe it is regarded as the Citizen Kane of orphanage set torture porn movies. 4/10"
2752,0,"Oh, there are many worse Wayne movies. This movie is edited poorly but it has a campy element that makes watching it enjoyable. The villain is an Anglo actor who sports ridiculous Mexican clothes and affects an over-the-top Mexican accent which is hilarious. The girl is dressed like a Jean Harlow wannabe, this is 1934 after all. At least the location shots are beautiful and enjoyable.  Watch it and laugh. Don't expect a serious western, but rather a lightweight and superficial story with poor acting but occasional flashes of camp humor. Wayne is almost ludicrously young and handsome and one can see his acting ability blossomed years after this regrettable venture."
2794,0,"Before going any further, I have to admit that I only saw the first episode of this show. If I had the time, I might have considered watching it every week, if only to see how the season played out. However, it was very clear to me from the beginning that Martha Stewart's version of ""The Apprentice"" just doesn't ""fit in."" Martha Stewart made a career of being a happy homemaker, a domestic diva of the likes of Oprah Winfrey and Julia Child. It was only since her scandalous legal troubles and subsequent incarceration that her public image began to reflect the true roughness of her character. Sure, she was compelling for a while, and this entire series poses the interesting question of what it means to be a woman in business. Does she have to come off as cold and tough? Shouldn't she?  But the truth was, by the time Stewart came out of prison, her attempts for a public comeback, though certainly warranted, were never going to seize viewers' interest for very long. Perhaps a true comeback would have worked had she returned home peacefully and waited a year or so after her often mocked ankle bracelet was removed. Instead, she frantically dove into overkill with 2 series at once, the other being her syndicated daytime series Martha, much like her old show, but more mainstream, with famous guests like Bette Midler. Of course, even at her peak Stewart was never mainstream, so it's too much to ask that American audiences immediately accept her foray into reality TV. Maybe America wants Stewart to make a comeback on her own rather than be the basis for it.  The show was basically a tired retread of Trump's ""Apprentice,"" which still holds my interest, depending on the tasks, the cast, and Trump's firing decisions (often controversial - likely for that reason). The letter bit was certainly not cliché but obnoxious in the least. The fact that Stewart never says, ""You're fired!"" - mentioned in the message board on this site - is particularly distressing. Producer Mark Burnett should be admired for dealing with Stewart's jail time honestly while trying to make her a hero, but the truth is that anyone watching can tell that she's basically trying to put on a show of being this nice businesswoman. Again never mainstream, Stewart lacks the agreeability and identifiability of Oprah Winfrey and the admirable, charismatic ""toughness"" of Donald Trump. Yes, this can be a gender-biased assessment of her character, but I mean it to be more about the nature of her business.  It comes as no shock that Stewart has been fired, but I wonder if they really always intended it to only last for one season?"
2797,1,"I've slowly been collecting the films available on DVD of both Catherine Deneuve and Francois Truffaut. Both actress and director have done some stinkers in their time - fortunately Mississipi Mermaid is not one of them.  Next to ""The Soft Skin"", coincidentally staring Deneuve's sister (the late Francoise Dorleac), this would have to be my favourite Truffaut film.  As well as directing, Truffaut also wrote the screenplay. Something that always strikes me about Truffaut is his almost childlike innocence when presenting a story -- one could almost call it naivety.  There's a scene towards the end of the film where Belmondo returns to the apartment in Lyon with the remains of the loot. He rings the doorbell and Deneuve answers wearing a negligee. In the time it takes Belmondo to reach their room from the street, Deneuve changes into her dress, puts on her best pair of stockings and shoes, then lies on the bed and pretends she is asleep. It's a scene that could almost come from the mind of a child - but that's Truffaut for you.  Watching Catherine Deneuve in her films of the late 60's is indeed a sensory pleasure. She is so extraordinarily beautiful it is almost painful for us to watch. Incidentally, for those fans, there are a couple of topless scenes of her in this film - indeed a sinful pleasure.  I disagree with previous posters. I see nothing 'Hitchcockian' about the film at all. As for the 'look' of it - i love the look of the older film stock used in the 60's. It certainly gives films of this period a unique look.  Highly recommended for both Deneuve and Truffaut fans......"
2801,1,"There's no other word for it...Fox dumped this out, with NO marketing of any kind. Nobody in the country, other than those who have been looking forward to this film, know anything about it. All the red flags have flown. It has to be a mess, it can't be anywhere near as good as Office Space, right? Wrong. Though Office Space it ain't, this film definitely has satirical bite and wit. It's a misfire on certain levels, but who's to blame is left to mystery.  Based on what is currently showing in theatres, I can say IDIOCRACY is a good movie. It's funny, sometimes laugh-out-loud funny. It's effective, sometimes ingenious. What it isn't as far as I can tell, is finished. We will see something come of this film again, whether it's an extended cut or reshoots. Alone it can be hilarious. It's ballsy at times.  Leaving the theatre, looking around at the mall, I was surrounded by advertisements and billboards, commercialism and stupidity. It's not quite as damning a dystopia as 1984, but this movie paints an ugly future for our culture. And there doesn't seem to be much anybody can do about it. Anyway, go see this if you can and try to find out what happened that it was so specifically buried."
2840,0,"only if its the last thing yo do and your humour is evaporated should you ever attempt to watch this. If you do, watch it alone invite no one, they will never return to watch another movie with you. It might be an excellent tool for that very purpose, invite people you want to get rid of in your life.  Apparently I need to write more about his film in order to qualify as a review. This is sweet irony for this film it really does sum it up perfectly. after wasting my time it wastes more of your time. IT does have a function I take it all back.  I recommend this film, watch it, its provocative, really go ahead watch it."
2841,1,"There I was on vacation when my host suggested we take in this B-Movie festival in Breda. I was resistant, as I hadn't gone on the trip to sit in a movie theater, but I've got to admit that I don't regret a second of this one (especially with Stephen Malkmus' contribution). It probably helped that I had no idea what to expect.  SEA OF DUST starts out like a typical costume drama. We've got a young medical student going to help a doctor whose town is being destroyed by a crazy plague (which somehow involves exploding heads). On the way, he stops to visit his fiancé and gets thrown off the property by her father. Traveling on, he finds a girl lying on the road, another plague victim, and takes her along to the doctor's. Yawn, I thought. It all seemed pretty predicable.  And then everything went crazy and it suddenly turned into a completely different film. Tom Savini shows up looking like Dracula, characters begin traveling to ""the other side"" of reality, and the dialog gets increasingly humorous.  And just when I thought it had settled into a groove, the picture changes again, becoming really dark and bizarre. I won't spoil it for first time viewers, but there's an amazing sequence about hollow people, lots of chat about the abuse of religion by society, and some over-the-top gore effects. And did I mention Stephen Malkmus? This isn't a perfect movie (in case you haven't figured that out from its appearance at a B-Movie festival), but it's well worth the time for adventurous viewers. Great visuals, cool soundtrack, lots of interesting ideas. The acting is a little zany at times, but I think that's the point.  Funny I had to go to Breda to see find an American picture that looked like a British horror movie. You figure that one out..."
2851,0,"I've seen this programme a few times and the more a see of it, the less I like it. Jamie Lynn Spears was approached to do this because of the fact that she is Britney's sister and I'm sorry to say that that in the show is obvious. They've created the character Zoey to be everything people want to believe Jamie Lynn is, clever, original, smart, pretty, popular etc. The characters around her are only there to make her look better, by being smarter then them, more popular than them, more wanted by boys then them. There is nothing original about this and it's poured with money, so every kid there has the coolest of fashions and stuff. I also have to say, for a 13 year old girl (or however old she is, can't be much older) she wears very mature clothing, those short skirts are too short, it makes young people want to wear them, and all that make-up, this adds to the rising problems of why young girls get into so much trouble. The only thing I will say is that the opening credits are sung by Jamie Lynn and, given her age, isn't bad at all, much better than her sister anyway when it comes to vocal ability. Sorry, it's too mature and yet too dumbed down. It's poorly acted with predictable story lines and there is far too much stereotyping going on too."
2861,1,"More entertaining than all the gay orgies in ""300"" combined. More heartbreaking than a Shakespearian tragedy. More poetic than even the most melodramatic poems about lost love and blah blah blah. And on top of all that, the greatest trash ever made.  A black comedy testing the limits of the human senses, John Waters's cult movie ""Pink Flamingos"" is a story about the conflict between two families that ends in humiliation, death and of course the eating of dog feces (yeah by the way that is not actually the humiliating part). No no, this is not about the impossible love, there are no Romeos or Juliets on these 90 or so minutes. This movie is about the battle for prestige if you could call it that. The battle for the title - Filthiest person alive.  On one side we have Divine (played by the cross-dressing Waters regular... umm... Divine) a caring daughter, good mother, cannibal, murderer, pervert and current owner of said title. She loves her son Crackers a bit way too much. Crackers himself sports a sexual attraction to both chickens and young ladies sometimes mixing them up in threesomes. Family friend and loyal accomplice Cotton gets her satisfaction from watching Crackers during some of his... acts involving the mentioned earlier objects of attraction. Last but not least Divine's mother and grandmother to Crackers, Edie. A 400 hundred pound woman, sleeping, eating and basically living in a baby cradle. She is addicted to eggs and loves the egg-man (the man who brings the eggs...lol).  The four of them live peacefully in a caravan outside the city until the moment when they become a target for the Marbles. Exhibitionists, manipulators, cheaters, very evil people actually. Their main source of income comes from the kidnapping and impregnating of young women. For the impregnating part they use their trusted and loyal cross-dressing butler to provide the semen. After that they sale the birthed child to the highest bidder.  It was the Marbles's envy towards Divine and her title that will lead to an inevitable confrontation between the two families. An Epic battle of filth, perversion and violence.  ""Pink Flamingos"" is an unsurpassed masterpiece in the trash-movie genre. Loaded with oddities and strange acts, John Waters's movie is loathed and hated by traditionalists, critics and the average movie-going audience. But for the few that remain unscratched by these generalizations the Flamingos is an unforgettable experience. Funny and sick, violent and poetic. It truly is an exercise in poor taste"
2874,1,"You'll either love or hate movies such as this thriller set inside a lonesome asylum in a far off lonesome land. It's not so much of a horror show, but a concoction of frightening imageries and wackozoid mental patients. ""Scream"" is the best term to use in what was obviously a popular drive-in classic noted for some strange and wicked behaviors. Notice the ""judge"", who's about to put on the ax from behind the doctor! Brr-r-r-r!!! Not much else can be described here other than some bloody tasty goodness, but when you get a chance, remember the familiar old saying by the hag lady: ""Get out! Get out! And never ever come back!"". Don't you wish you haven't looked in the basement?"
2932,1,"A few things to touch on as a response to the earlier person's comment. You just have to pay attention to what is going on in the film.  (I guess they are spoilers)  The red stuff under David's mouth? Poison ivy, the wife says not to scratch it or else ""it will spread"".  David goes ""insane"" because the stranger is telling HIM to get out of the house, which probably proves David's theory of an affair happening between the wife and stranger; he runs after the man.   David does not lose him in the woods, he simply hits the stranger a couple of times and leaves it to his wife to pick up the pieces.  Only the wife eats the mushroom.   I must say, after that one point with the wife and stranger, I began to feel disappointed. But the ending made up for the entire film.  And for that and the very last scene... this is one of my favorite movies ever. I should have put it together earlier, but let myself get sidetracked. I was really surprised, honestly.  This film is interesting, to say the least. But if you are not watching this for the performances that the actors give, I'd say you better let this one go, because that is all that keeps this certain film together."
2973,0,"Tonight's film course film was The Legend of the Suram Fortress and during its 87 minute running time it managed to quickly jump into my top five most difficult films of all time. That's difficult to watch; films so different to everything else that you're seeing something totally alien. A brief synopsis would be: a group of Georgians are trying to build a fortress to defend themselves from invaders, but every time they are about to put on the finishing touches, for no readily apparent reasons it collapses. So they go and see a fortune teller who advises them that if they want to get the fortress to stay standing, they need to find a youth, a tall blonde blue eyed boy to be buried into one of the walls during the construction and his presence will ensure that the construction job will be completed smoothly. And sure enough in those closing moments there he is gladly being smeared in cement and eggs, giggling as he's buried alive, with only his mother to grieve.  It actually a fairly simple story. But the director, Sergo Paradjanov, working in Soviet Georgia in 1984, not too long after leaving a fifteen year jail term, doesn't follow any of the film making rules we are used to. There are very few close ups. Very often the action we need to be following is hidden in the bottom left hand corner of a landscape shot, extra-ordinarily easy to miss. There are very few close ups and at times its hard to tell whose doing what to whom and why. Every now and then the film goes off on digressions which have no relevance to the main plot and generally serve to confuse the viewer. The music is utterly mad, with found sounds, on screen instruments and church organ dropped in seemingly at random. At times when nothing seems to be happening, someone will break into a jig, almost playing time until the next scene comes along. But infuriatingly there is an obvious cinematic voice behind it all so you're compelled to try and understand the message whatever it is. One of those times when your eyes are glued to the screen simply because you can't believe what you're seeing."
2996,0,"I checked out this video expecting to like it. Wanting to like it. I like foreign films, I like beautiful cinematography, I know the critics liked this film (including my favorite, Roger Ebert), and I don't mind ""slow"" films.  Well, it's beautiful. That's about the best I can say for it. The plot is very thin, the shots are very long, the glances are very meaningful, the actors are very sincere, and it seems like a very long movie. I fell asleep half way though it, woke up, rewound the tape, tried again. It was a trial, but I made it to the end. I didn't like it any better for that."
